gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,services_count,has_internet,avg_charge_per_month
Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,54.53,2453.85,loyal,0,1,54.53
Female,0,No,No,71,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),52.02,3693.42,loyal,2,1,52.02
Female,0,Yes,Yes,60,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),81.05,4863.0,loyal,2,1,81.05
Male,0,Yes,No,40,No,No,No,Yes,No internet service,Yes,No,No,No,One year,Yes,Electronic check,18.63,745.2,loyal,2,0,18.630000000000003
Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No internet service,One year,No,Electronic check,63.4,4311.2,loyal,3,1,63.4
Male,0,No,No,62,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,50.47,3129.14,loyal,2,1,50.47
Female,1,Yes,No,49,Yes,No,No,No,No,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),29.36,1438.64,loyal,2,0,29.360000000000003
Female,0,Yes,No,59,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,89.18,5261.62,loyal,1,1,89.17999999999999
Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No internet service,Two year,Yes,Electronic check,85.32,1791.72,mid,1,1,85.32000000000001
Female,0,No,No,22,No,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),104.6,2301.2,mid,2,1,104.6
Male,0,No,Yes,14,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),50.46,706.44,mid,5,1,50.46
Male,1,No,Yes,16,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,33.26,532.16,mid,3,1,33.26
Male,0,Yes,Yes,51,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),95.24,4857.24,loyal,2,1,95.24
Male,1,No,Yes,38,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),78.99,3001.62,loyal,2,1,78.99
Male,0,Yes,No,47,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),109.29,5136.63,loyal,2,1,109.29
Male,0,No,No,40,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),40.04,1601.6,loyal,1,1,40.04
Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,52.54,3362.56,loyal,2,1,52.54
Male,1,No,Yes,51,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),88.29,4502.79,loyal,4,0,88.29
Male,0,Yes,No,16,Yes,No,No,No,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,75.16,1202.56,mid,1,0,75.16
Male,0,Yes,No,13,No,Yes,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,22.17,288.21,mid,2,1,22.169999999999998
Male,0,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),94.75,5685.0,loyal,3,1,94.75
Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,77.81,1400.58,mid,1,1,77.81
Female,0,Yes,No,8,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),79.77,638.16,new,1,1,79.77
Male,0,Yes,No,35,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,One year,No,Credit card (automatic),91.8,3213.0,mid,3,1,91.8
Male,1,No,No,14,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,20.95,293.3,mid,3,1,20.95
Female,1,Yes,No,1,Yes,Yes,No,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),52.37,52.37,new,2,0,52.37
Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,34.95,1782.45,loyal,3,1,34.95
Male,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,31.56,757.44,mid,4,1,31.560000000000002
Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Mailed check,67.15,3827.55,loyal,3,1,67.15
Female,0,Yes,Yes,24,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,72.02,1728.48,mid,3,1,72.02
Female,0,No,No,39,No,No,No,No,No,No,No,Yes,No,One year,Yes,Mailed check,84.04,3277.56,loyal,1,0,84.03999999999999
Female,0,Yes,No,41,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),98.42,4035.22,loyal,2,0,98.42
Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),97.76,195.52,new,3,1,97.76
Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.6,813.8,mid,1,1,62.599999999999994
Male,0,No,No,31,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,90.39,2802.09,mid,4,1,90.39
Male,0,Yes,Yes,15,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),108.06,1620.9,mid,3,0,108.06
Female,0,No,No,65,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,119.1,7741.5,loyal,2,1,119.1
Female,0,No,No,45,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.08,2883.6,loyal,4,1,64.08
Male,0,No,Yes,72,Yes,No,DSL,Yes,No,No internet service,No,No,No,One year,Yes,Credit card (automatic),36.9,2656.8,loyal,1,1,36.900000000000006
Female,1,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,84.85,2290.95,mid,1,1,84.85
Female,1,Yes,No,14,Yes,No,DSL,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.13,435.82,mid,2,1,31.13
Male,1,No,No,24,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,66.51,1596.24,mid,1,1,66.51
Male,1,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,No,Electronic check,65.83,658.3,new,2,1,65.83
Female,0,No,Yes,25,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),28.73,718.25,mid,2,1,28.73
Male,1,No,Yes,10,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,43.48,434.8,new,5,1,43.480000000000004
Male,0,No,No,70,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,95.82,6707.4,loyal,2,1,95.82
Male,0,No,No,55,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),59.86,3292.3,loyal,2,1,59.86000000000001
Female,0,Yes,No,31,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,25.11,778.41,mid,3,0,25.11
Female,0,No,Yes,64,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),84.2,5388.8,loyal,3,1,84.2
Female,0,Yes,No,50,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),25.82,1291.0,loyal,2,1,25.82
Male,1,No,No,7,No,No,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.81,579.67,new,4,0,82.80999999999999
Male,0,No,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,61.02,2562.84,loyal,2,1,61.02
Male,1,Yes,No,64,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.01,5952.64,loyal,1,1,93.01
Male,0,Yes,No,54,Yes,No,DSL,No,No internet service,Yes,No,Yes,No internet service,Two year,No,Mailed check,87.13,4705.02,loyal,2,1,87.13000000000001
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Two year,Yes,Electronic check,101.91,2038.2,mid,2,1,101.91
Female,0,No,Yes,34,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.06,954.04,mid,1,1,28.06
Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,55.18,3586.7,loyal,1,1,55.18
Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,106.17,1167.87,new,2,1,106.16999999999999
Female,0,No,No,29,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),31.06,900.74,mid,3,1,31.06
Female,0,No,Yes,21,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Two year,No,Electronic check,63.94,1342.74,mid,2,1,63.94
Female,0,No,Yes,58,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,61.91,3590.78,loyal,1,1,61.910000000000004
Female,0,No,No,66,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Mailed check,82.09,5417.94,loyal,3,1,82.08999999999999
Female,0,Yes,No,51,No,No phone service,DSL,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Electronic check,62.12,3168.12,loyal,3,1,62.12
Male,0,No,Yes,53,Yes,No,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.03,2863.59,loyal,1,1,54.03
Female,0,Yes,No,72,Yes,No,No,No internet service,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),35.75,2574.0,loyal,0,0,35.75
Female,0,Yes,Yes,59,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,No,One year,No,Bank transfer (automatic),75.39,4448.01,loyal,1,1,75.39
Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,109.23,3386.13,mid,0,1,109.23
Female,0,No,No,30,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,23.76,712.8,mid,3,1,23.759999999999998
Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,33.13,894.51,mid,3,1,33.13
Male,0,Yes,No,59,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,47.7,2814.3,loyal,1,1,47.7
Female,1,No,No,48,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,58.89,2826.72,loyal,3,0,58.88999999999999
Female,0,Yes,No,21,Yes,Yes,No,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.13,1157.73,mid,3,0,55.13
Male,0,Yes,Yes,28,Yes,Yes,No,No,No,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),55.9,1565.2,mid,0,0,55.9
Male,0,No,Yes,60,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),41.54,2492.4,loyal,4,1,41.54
Male,0,Yes,No,65,Yes,Yes,No,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),119.63,7775.95,loyal,2,0,119.63
Male,0,No,No,31,Yes,Yes,No,No internet service,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,67.47,2091.57,mid,4,0,67.47
Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,24.52,171.64,new,3,1,24.52
Male,1,Yes,Yes,7,Yes,No,No,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),37.44,262.08,new,1,0,37.44
Male,0,Yes,No,46,No,Yes,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.55,3383.3,loyal,1,1,73.55
Male,1,No,No,25,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,58.24,1456.0,mid,1,1,58.24
Male,0,Yes,No,63,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,73.99,4661.37,loyal,2,1,73.99
Female,0,Yes,Yes,54,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,78.72,4250.88,loyal,2,1,78.72
Female,1,Yes,No,41,Yes,Yes,No,No,No,Yes,No internet service,No,No,One year,Yes,Mailed check,107.88,4423.08,loyal,1,0,107.88
Female,0,No,No,32,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,34.34,1098.88,mid,4,1,34.34
Female,1,Yes,Yes,3,Yes,Yes,No,No,No,No,No,No,No internet service,Two year,No,Electronic check,38.76,116.28,new,0,0,38.76
Male,0,Yes,Yes,1,No,Yes,No,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,108.58,108.58,new,1,0,108.58
Female,0,No,No,51,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No,Two year,No,Mailed check,33.57,1712.07,loyal,1,1,33.57
Male,1,No,No,43,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,103.37,4444.91,loyal,3,1,103.36999999999999
Male,0,Yes,No,11,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.45,1170.95,new,5,1,106.45
Female,0,No,No,59,No,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,99.96,5897.64,loyal,1,1,99.96000000000001
Female,0,Yes,No,56,Yes,No,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),18.15,1016.4,loyal,2,0,18.15
Female,0,No,No,39,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),31.83,1241.37,loyal,1,1,31.83
Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,Yes,Electronic check,75.56,604.48,new,2,1,75.56
Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),60.77,303.85,new,3,1,60.77
Female,0,No,No,67,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,Two year,No,Electronic check,27.96,1873.32,loyal,1,1,27.959999999999997
Male,0,No,No,49,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),93.74,4593.26,loyal,4,0,93.74000000000001
Male,0,No,No,32,Yes,No,No,No,No,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),89.25,2856.0,mid,1,0,89.25
Male,0,No,No,8,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,101.05,808.4,new,2,1,101.05
Female,0,Yes,Yes,44,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24.25,1067.0,loyal,2,1,24.25
Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.81,543.53,mid,4,1,41.809999999999995
Male,0,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),118.65,5932.5,loyal,3,1,118.65
Female,0,No,Yes,2,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),32.94,65.88,new,3,1,32.94
Male,1,No,No,26,Yes,No,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.13,2291.38,mid,4,0,88.13000000000001
Male,0,No,Yes,12,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),110.39,1324.68,new,3,1,110.39
Female,1,Yes,No,59,No,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,One year,No,Electronic check,49.47,2918.73,loyal,2,1,49.47
Female,0,Yes,No,20,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,92.35,1847.0,mid,2,1,92.35
Male,0,No,No,56,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,78.45,4393.2,loyal,2,1,78.45
Male,0,No,No,64,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,6179.2,loyal,3,1,96.55
Male,0,Yes,Yes,24,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,106.18,2548.32,mid,1,1,106.18
Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.18,1170.88,mid,1,1,73.18
Female,0,Yes,No,38,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,72.71,2762.98,loyal,3,1,72.71
Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),22.74,1318.92,loyal,1,1,22.740000000000002
Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.06,2578.76,loyal,1,1,56.06
Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No internet service,Yes,One year,Yes,Mailed check,35.04,315.36,new,1,1,35.04
Female,0,No,No,32,Yes,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),80.25,2568.0,mid,3,0,80.25
Male,0,No,No,51,No,No phone service,DSL,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.05,3980.55,loyal,0,1,78.05
Male,0,No,No,36,Yes,Yes,DSL,No internet service,No,No,No,No,No,Two year,No,Bank transfer (automatic),61.19,2202.84,mid,0,1,61.190000000000005
Female,0,No,No,41,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,87.15,3573.15,loyal,1,1,87.15
Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Electronic check,31.53,536.01,mid,1,1,31.53
Male,0,Yes,No,2,Yes,Yes,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,117.28,234.56,new,1,0,117.28
Female,0,Yes,No,43,Yes,No,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.93,1028.99,loyal,2,0,23.93
Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,28.51,427.65,mid,3,1,28.509999999999998
Male,0,Yes,No,37,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,109.05,4034.85,loyal,1,1,109.05
Female,0,Yes,Yes,42,Yes,No,No,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,87.17,3661.14,loyal,2,0,87.17
Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,119.01,3094.26,mid,2,1,119.01
Male,0,Yes,No,53,Yes,No phone service,No,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,116.16,6156.48,loyal,3,0,116.16
Female,0,Yes,No,33,Yes,No,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.68,2497.44,mid,2,1,75.68
Male,0,Yes,No,61,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,57.24,3491.64,loyal,1,1,57.239999999999995
Female,1,No,No,36,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,98.28,3538.08,mid,2,1,98.28
Male,0,No,Yes,63,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No,Two year,No,Electronic check,63.47,3998.61,loyal,3,1,63.47
Male,0,No,Yes,60,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,115.77,6946.2,loyal,3,1,115.77
Female,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),35.99,1655.54,loyal,3,1,35.99
Male,1,Yes,Yes,54,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.38,4880.52,loyal,1,1,90.38000000000001
Female,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,26.93,1858.17,loyal,1,1,26.93
Male,0,Yes,No,49,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,98.96,4849.04,loyal,2,1,98.96
Female,0,No,No,8,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,41.95,335.6,new,4,1,41.95
Female,0,No,Yes,62,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No,One year,No,Bank transfer (automatic),117.55,7288.1,loyal,0,1,117.55000000000001
Female,0,No,No,64,No,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),23.9,1529.6,loyal,2,1,23.9
Female,0,No,Yes,30,Yes,No,DSL,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,83.73,2511.9,mid,1,1,83.73
Male,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,42.4,2883.2,loyal,3,1,42.4
Male,0,No,No,39,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,30.77,1200.03,loyal,1,0,30.77
Male,0,No,No,14,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,68.16,954.24,mid,3,0,68.16
Female,0,Yes,No,18,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,80.89,1456.02,mid,0,1,80.89
Female,0,Yes,Yes,60,Yes,No,No,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),107.33,6439.8,loyal,2,0,107.33
Female,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,30.21,1299.03,loyal,3,1,30.21
Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,74.85,5389.2,loyal,2,1,74.85
Female,0,No,Yes,29,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,109.54,3176.66,mid,2,1,109.53999999999999
Male,0,Yes,No,49,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),65.84,3226.16,loyal,4,1,65.84
Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,81.22,2192.94,mid,1,0,81.22
